,MAE score P1,MAE score P2,loss,learning_rate,batch_size,hidden_sizes,epochs,activation,optimizer,early stopping,dropout,momentum,weight_decay
0,2.3314088753291538,2.4935071808951244,1.5549794946398054,0.00505,256,"[300, 100]",30,sigmoid,sgd,False,0.3,0.9,0.01
1,2.3629795483180454,2.491957570825304,1.965584495237896,0.00505,128,"[200, 50]",30,relu,sgd,False,0.4,0.1,0.001
2,2.354653903416225,2.4984017269951955,1.585355574176425,0.00505,256,[100],30,relu,sgd,False,0.3,0.5,0.001
3,2.356877940041678,2.531127231461661,1.6741094305401756,0.00505,256,[250],30,tanh,sgd,False,0.4,0.5,0.001
4,2.3386520573071072,2.5468692013195584,1.4760766043549491,0.00505,128,"[300, 100]",30,tanh,sgd,False,0.2,0.9,0.01
5,2.3262148244040355,2.4649145092282976,1.4797919931865873,0.00505,256,[100],30,sigmoid,sgd,False,0.2,0.5,0.01
6,2.375029410634722,2.5405705315726146,1.7387956579526265,0.00505,256,"[300, 100]",30,relu,sgd,False,0.3,0.5,0.001
7,2.3370443752833774,2.475439889090402,1.912425112156641,0.00505,256,[300],30,sigmoid,sgd,False,0.4,0.1,0.0001
8,2.3372979504721507,2.526851330484663,1.9600368369193304,0.00505,256,"[200, 50]",30,sigmoid,sgd,False,0.2,0.1,0.0001
9,2.304790564945766,2.487261618886675,1.4270292179925101,0.005050000000000001,256,[250],30,relu,sgd,True,0.2,0.9,0.0001
